target	sms	sms_length	kfold
True	hi theyre keen go kind feel shouldnt go tomo mind	49	0
True	cause freaky lol	16	0
True	pls send address sir	20	0
True	lmao know well	14	0
False	girls many local r virgins r ready every sexual need text cute £	64	0
True	like shaking booty dance floor	30	0
True	wonder phone battery went dead tell love babe	45	0
True	chennai velachery	17	0
True	ok ill right later	18	0
True	tiime let hug break tears	25	0
True	r cooking dinner	16	0
True	hello got st andrewsboy long way cold keep posted	49	0
False	got takes take part wrc rally oz lucozade energy text rally le see packs lucozadecoukwrc itcould	96	0
True	sounds like could lot time spent chastity device boy grins take beatings like good dog going lounge nice long bath	114	0
True	bill â£ thats bad	17	0
True	mm asked call radio	19	0
False	tried contact response offer new nokia fone camcorder hit reply call delivery	77	0
True	helloooo wake sweet morning welcomes enjoy day full joy gud mrng	64	0
True	greatest test courage earth bear defeat without losing heartgn tc	65	0
True	got itmail panren paru	22	0
True	hi mate rv hav nice hol message say hello coz havenâ’t sent ages started driving stay roadsrvx	94	0
True	sos amount get pls	18	0
False	guaranteed award maybe even â£ cash claim award call free legitimat efreefone number wat think	94	0
True	sorry ill call later	20	0
False	pdatenow double mins txts orange tariffs latest motorola sonyericsson nokia bluetooth free call	95	0
True	izzit still raining	19	0
True	ki give kvb acc details	23	0
True	finished work yet	17	0
True	surfing online store offers want buy thing	42	0
True	checked heading drop stuff	26	0
True	knowthis week going tirunelvai da	33	0
True	howz persons story	18	0
True	ok sure time tho sure get library class try see point good eve	62	0
True	yeah whatever lol	17	0
True	sounds like something someone testing would sayy	48	0
True	well theres lot things happening lindsay new years sighs bars ptbo blue heron something going	93	0
True	sorry da gone mad many pending works	36	0
True	hi jon pete ive bin spain recently hav sum dinero left bill said â‘rents mayb interested hav around â£ tb james	111	0
True	quite know still cant get hold anyone cud pick bout see theyre pub	66	0
True	ugh leg hurts musta overdid mon	31	0
True	could kiss feel next	20	0
True	remember old commercial	23	0
True	pick fone dumb	14	0
False	hello darling today would love chat tell look like sexy	55	0
True	time wrkin	10	0
False	valentines day special win â£ quiz take partner trip lifetime send go rcvd	74	0
True	rushing working school rush go hungry	37	0
True	id say thats good sign well know track record reading women	59	0
True	uncle abbey happy new year abiola	33	0
True	kkim going tirunelvali week see uncle already spend amount taking dress want moneyi give feb	92	0
False	rodger burns msg tried call reply sms free nokia mobile free camcorder please call delivery tomorrow	100	0
True	purity friendship two smiling reading forwarded messageits smiling seeing name gud evng	87	0
True	probably want pick	18	0
True	drop tank	9	0
True	apps class varaya elaya	23	0
True	east coast	10	0
True	yeah lol luckily didnt starring role like	41	0
True	tell bad character dnt lik ill try change ltgt add tat new year resolution waiting replybe frankgood morning	108	0
True	sleepingand surfing	19	0
True	like ltgt question	18	0
True	tyler getting leave long get like hour	38	0
True	ive got ten bucks jay noncomittal	33	0
True	headin towards busetop	22	0
True	anything valuable situations first getting second loosing	57	0
True	need coffee run tomocant believe time week already	50	0
True	sounds gd haha wah yan jiu fast liao	36	0
True	aaooooright work	16	0
True	rajipls favour pls convey birthday wishes nimya pls today birthday	66	0
True	wat makes people dearer de happiness dat feel meet de pain feel miss dem	72	0
True	ooooooh forgot tell get yoville phone	37	0
True	hey inconvenient sis huh	24	0
False	account shows unredeemed points claim call identifier code xxxxx expires	72	0
True	pls tell nelson bbs longer comin money expecting aint coming	60	0
True		0	0
True	take care financial problemi help	33	0
True	otherwise part time job natuition	33	0
True	hmmmhow many players selected	29	0
True	last thing ever wanted hurt didnt think would youd laugh embarassed delete tag keep going far knew wasnt even fact even felt like would hurt shows really know messy wednesday wasnt bad problem time clean choose skype take pictures sleep want go mind things make bed throw laundry top cant friend house embarassed theres underwear bras strewn bed pillows floor thats something else used good least making bed	407	0
True	waited yesterday	16	0
True	thinking chuckin red green n black trainners save carryin bac train	67	0
False	cashbincouk get lots cash weekend dear welcome weekend got biggest best ever cash give away	91	0
True	way school pls send ashleys number	34	0
True	convey regards	14	0
True	wat time r ã¼ going xins hostel	31	0
True	said right giggle saw would possibly first nvq think much could	63	0
True	thank much skyped wit kz sura didnt get pleasure company hope good weve given ultimatum oh countin aburo enjoy	110	0
True	lol yeah point guess	20	0
False	thanks ringtone order reference number mobile charged tone arrive please call customer services	95	0
True	watching movie already xy wants shop shopping w	47	0
True	awake oh whats	14	0
False	bored speed dating try speedchat txt speedchat like em txt swap get new chatter rcd	83	0
True	yes meet town cos go gep home could text bus stop worry well finished march â€¦ ish	83	0
True	sorryin meeting ill call later	30	0
True	r still working	15	0
True	affidavit says ltgt e twiggs st division g courtroom ltgt lttimegt ill double check text tomorrow	97	0
False	congratulations weeks competition draw â£ prize claim call tcsstop sms	70	0
True	jay says hell put ltgt	22	0
True	taxt massagetiepos argh ok lool	31	0
True	ok lor thanx ãœ school	22	0
True	birthday feb ltgt da	20	0
True	sorry going home first daddy come fetch ã¼ later	48	0
True	bit smile hppnss drop tear sorrow part heart life heart like mine wil care forevr goodfriend	92	0
True	kyou girl waiting reception ah	30	0
True	ujhhhhhhh computer shipped address sandiago parantella lane wtf poop	68	0
True	erutupalam thandiyachu	22	0
True	real baby want bring inner tigress	34	0
True	horrible bf v hungry	20	0
False	someone know asked dating service contact cant guess call revealed pobox	72	0
True	yes completely formclark also utter waste	41	0
True	da car park	11	0
True	go back urself lor	18	0
True	yar else ill thk sorts funny things	35	0
True	watching surya movie pm vijay movie pokkiri	43	0
True	happened yo date	16	0
True	ok much though hm friday cant wait dunno wot hell gonna another weeks become slob oh wait already done	102	0
True	please leave topicsorry telling	31	0
True	sfrom training manual show tech processits password reset troubleshooting	73	0
True	reach home safe n sound liao	28	0
True	released another italian one today cosign option	48	0
True	ya nice ready thursday	22	0
True	must sit around wait summer days celebrate magical sight worlds dressed white oooooh let snow	93	0
True	famous quote develop ability listen anything unconditionally without losing temper self confidence means married	112	0
True	iâ€˜ll leave around four ok	27	0
True	frnd juz wordnot merely relationshipits silent promise says wherevr whenevr forevr gudnyt dear	94	0
True	hi home calicut	15	0
True	hi dis yijue would happy work wif ã¼	36	0
True	standing	8	0
True	stitch trouser	14	0
True	hamster dead hey tmr meet orchard mrt	37	0
True	bruce b downs amp fletcher	26	0
True	anything lor	12	0
False	dear voucher holder claim weeks offer pc go tscs stop texts txt stop	68	0
True	life nothing wen v get everything life everything wen v miss something real value people wil realized absence gud mrng	118	0
True	sent maga money yesterday oh	28	0
True	finish liao	11	0
True	detroit home snow enjoy	23	0
True	ãœ dun wan watch infernal affair	32	0
True	mum went dentist	16	0
False	urgent mobile number awarded â£ prize guaranteed call land line claim valid	75	0
False	sms ac sptv new jersey devils detroit red wings play ice hockey correct incorrect end reply end sptv	100	0
True	oops ltgt	9	0
True	life style garments account please	34	0
True	dint touch	10	0
False	urgent call landline complementary tenerife holiday â£ cash await collection sae tcs po box sender hol offer	108	0
True	yeah think use gt atm register sure theres anyway help let know sure ready	74	0
True	work please call	16	0
True	cocksuckers makes feel better ipads worthless garbage novelty items feel bad even wanting one	93	0
True	come n pick ã¼ come immediately aft lesson	42	0
True	miss	4	0
True	womdarfull actor	16	0
True	good stuff	10	0
True	somewhere beneath pale moon light someone think dreams come true goodnite amp sweet dreams	90	0
True	aight close still around alexs place	36	0
True	yo come carlos soon	19	0
False	meet dream partner soon career flyng start find free txt horo followed star sign e g horo aries	95	0
False	free msgwe billed mobile number mistake shortcode call charges refundedthis call free bt landline	97	0
True	wait till bus pick	18	0
True	depends going lor	17	0
True	cancer moms making big deal regular checkup aka pap smear	57	0
True	guy kadeem hasnt selling since break know one guy hes paranoid fuck doesnt like selling without cant til late tonight	117	0
True	anyway seriously hit youre back otherwise light armand always shit andor vomiting	81	0
True	wow love sooo much know barely stand wonder day goes well love think miss	73	0
True	greatest test courage earth bear defeat without losing heartgn tc	65	0
True	cuz ibored wanna study	22	0
True	worry easy ingredients	22	0
True	arestaurant eating squid wanna dosomething late	47	0
True	yar lor keep raining non stop wan go elsewhere	46	0
True	sea lays rock rock envelope envelope paper paper words	54	0
True	aathiwhere dear	15	0
True	mm feeling sleepy today shall get dear	38	0
True	hi darlin youphone athome youwanna chat	39	0
False	selected stay top british hotels nothing holiday worth â£ claim call london bx	78	0
True	ya telling abt tht incident	27	0
True	erm woodland avenue somewhere get parish magazine telephone number	66	0
True	av new number wil use oneta	27	0
True	yeah totes wanna	16	0
True	watch lor saw swatch one thk quite ok ard need opinion leh	58	0
False	dear subscriber draw â£ gift voucher b entered receipt correct ans elvis presleys birthday txt answer	101	0
